YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES,TOTAL SALES,LOG_TOTAL_SALES,TRANSFER_RATIO
2020,3,ELITE WINES IMPORTS,305677,CREMANT DE BOURGOGNE BRUT - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,ELITE WINES IMPORTS,305707,ENT-D-MER CUVEE FRENCH KISS - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,DEUTSCH FAMILY WINE & SPIRITS,305725,RUTA 22 MAL - 750ML,WINE,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",305775,MACROSTIE S/C CHARD - 375ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",305777,POZZAN R/R CHARD - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",305836,ANGELINE CHARD - 375ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",305919,ANNALISA P/GRIG - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,LANTERNA DISTRIBUTORS INC,305993,FERME DE GICON ROUGE - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,SOKOL BLOSSER LTD,305995,SOKOL BLOSSER P/GRIS - 750ML,WINE,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,3,DIAGEO NORTH AMERICA INC,30600,CIROC LUXURY VODKA - 750ML,LIQUOR,24.19,27.0,1.0,25.19,3.2653776585196206,1.11155220325526
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306062,SANTA JULIA TORRONTES SUSTAINABLE - 750ML,WINE,0.34,1.0,10.0,10.34,2.428336298299606,1.4925373134328357
2020,3,TRI-VIN IMPORTS,306072,LAB PORTUGUESE WHITE - 750ML,WINE,4.71,2.0,9.0,13.71,2.688527534613346,0.5253940455341506
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306105,CH DE VALMER VOUVRAY - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,3,TRI-VIN IMPORTS,306114,LAB PORTUGUESE RED - 1.5L,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,DIAGEO NORTH AMERICA INC,30619,GORDON'S GIN - 1.75L,LIQUOR,108.87,117.0,1.0,109.87,4.70835834378426,1.0739965413670702
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306224,DR LOOSE DR L SPARK RIES NV - 750ML,WINE,0.82,0.0,0.0,0.82,0.598836501088704,0.5494505494505495
2020,3,O'NEILL BEVERAGES CO LLC,306226,LINE 39 CAB - 750ML,WINE,15.43,12.0,20.0,35.43,3.5953926110204724,0.7912355447352404
2020,3,ROYAL WINE CORP,306254,COVENANT NAPA RED C CAB - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,SAZERAC CO,30627,BOOTH'S GIN - 1.75L,LIQUOR,4.55,4.0,0.0,4.55,1.713797927758343,0.9009009009009009
2020,3,CONSTANTINE WINES INC,306275,MONTMAYOU RES MAL 750ML,WINE,0.25,0.0,0.0,0.25,0.22314355131420976,0.8
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,306288,FOUR ROSES SINGLE BARREL 100 - 750ML,LIQUOR,23.21,41.0,0.0,23.21,3.1867657709499673,1.7348203221809169
2020,3,INTERBALT PRODUCTS CORP,306306,BLACK DOCTOR RES - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,MICHAEL R DOWNEY SELECTIONS INC,306317,BUONDONNO CHN RIS - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,MICHAEL R DOWNEY SELECTIONS INC,306324,VIETTI CASCINETTA MOSCATO - 750ML,WINE,0.49,0.0,1.0,1.49,0.9122827104766162,0.6711409395973155
2020,3,PERNOD RICARD USA LLC,30635,SEAGRAM'S GIN - EXTRA DRY - 1.75L,LIQUOR,58.14,46.0,0.0,58.14,4.079907514424331,0.7947243828204261
2020,3,YOUNG WON TRADING INC,306350,KUBOTA KOUJU TB JUNMAI - 720ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,CONSTANTINE WINES INC,306404,FABRE MONTMAYOU RSE - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,KYSELA PERE ET FILS LTD,306443,NUNA RES MAL - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,306450,CK MONDAVI S/BLC               29064 - 750ML,WINE,0.65,1.0,9.0,9.65,2.365559892155434,1.2121212121212122
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306472,SANTA JULIA VIOG SUSTAINABLE - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306487,PAUL HOBBS NAPA CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,PERNOD RICARD USA LLC,30651,SEAGRAM'S GIN - EXTRA DRY - 375ML,LIQUOR,14.81,20.0,0.0,14.81,2.7606426512213806,1.3282732447817835
2020,3,KYSELA PERE ET FILS LTD,306510,VINA SIEGEL RES CAB - 750ML,WINE,0.0,0.0,7.0,7.0,2.0794415416798357,1.0
2020,3,KYSELA PERE ET FILS LTD,306514,CASTELMAURE VIN GRIS - 750ML,WINE,9.48,8.0,0.0,9.48,2.349468678892896,0.8587786259541984
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306516,YALUMBA Y SERIES SANG/RSE - 750ML,WINE,2.26,1.0,10.0,12.26,2.5847519847577165,0.6134969325153374
2020,3,CONSTELLATION BRANDS,306585,ARBOR MIST POMEGRANITE - 1.5L,WINE,1.17,2.0,4.0,5.17,1.8196988379172965,1.3824884792626728
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306611,CHASING LIONS CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306620,JANASSE CDR - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,LUNEAU USA INC,306660,ROQUESANTE RSE - 750ML,WINE,19.53,20.0,34.0,53.53,3.9987510089379703,1.0228933268387725
2020,3,LANTERNA DISTRIBUTORS INC,306677,CH ARMANDIERE MAL CAHORS ANCEDTRALE - 750ML,WINE,0.24,0.0,2.0,2.24,1.1755733298042381,0.8064516129032259
2020,3,DIONYSOS IMPORTS INC,306704,SANTOLA VINHO VERDE - 750ML,WINE,0.0,0.0,10.0,10.0,2.3978952727983707,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306734,CH DE PARAZA MINERVOIS RSE - 750ML,WINE,3.49,0.0,0.0,3.49,1.501852701754163,0.22271714922048996
2020,3,ARTISANS & VINES LLC,306764,BELLE JARDIN BDB BRUT - 750ML,WINE,0.0,0.0,39.0,39.0,3.6888794541139363,1.0
2020,3,RVWC LLC,306777,PATRICIA GREEN RES P/NOIR W/V - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306787,BODEGAS VOLVER MONASTRELL TARIMA - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,MICHAEL R DOWNEY SELECTIONS INC,306789,BODEGAS CARRU S/BLC - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306804,RAATS CH/BLC - 750ML,WINE,0.08,0.0,0.0,0.08,0.07696104113612832,0.9259259259259258
2020,3,BACCHUS IMPORTERS LTD,306806,CLINE COOL CLIMATE CHARD - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,BACCHUS IMPORTERS LTD,306808,PREDATOR O/V ZIN - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,306810,MAGGIO LODI O/V ZIN - 750ML,WINE,0.74,0.0,0.0,0.74,0.5538851132264376,0.5747126436781609
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,306812,3 GIRLS LODI CAB - 750ML,WINE,0.08,0.0,8.0,8.08,2.206074192613202,0.9259259259259258
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306841,DANTE P/NOIR - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",306843,KUROSAWA JUNMAI KIMOTO - 720ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,BACCHUS IMPORTERS LTD,306881,LA VIEILLE FERME RSE - 1.5L,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,BACCHUS IMPORTERS LTD,306894,CASTELLER CAVA - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,NICKOLAS IMPORTS LLC,306919,PATRAS MAVRODAPHNE RED SWEET - 750ML,WINE,0.17,0.0,0.0,0.17,0.15700374880966478,0.8547008547008548
2020,3,BACCHUS IMPORTERS LTD,306939,LA MAIALINA GERTUDE ROSSO TOSCANO - 750ML,WINE,0.24,0.0,0.0,0.24,0.2151113796169455,0.8064516129032259
2020,3,LANTERNA DISTRIBUTORS INC,306979,BLISS CHARD - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,BACCHUS IMPORTERS LTD,307012,SANTA MARIA LA PALMA ARAGOSTA VERMENTINO DI SARDEGNA - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,307051,COLBY RED BLEND - 750ML,WINE,0.32,0.0,0.0,0.32,0.2776317365982795,0.7575757575757576
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",307072,BROOKS AMYCAS - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,DUCKHORN WINE COMPANY,307084,CALERA CENTRAL COAST CHARD - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,AREL GROUP WINE & SPIRITS,307126,CARLETTO MONTPUL D'ABRU - 750ML,WINE,0.16,0.0,4.0,4.16,1.6409365794934714,0.8620689655172414
2020,3,AREL GROUP WINE & SPIRITS,307131,CARLETTO SPARK PROSECCO - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,307143,POEMA RSE - 750ML,WINE,0.34,0.0,0.0,0.34,0.29266961396282,0.7462686567164178
2020,3,RVWC LLC,307152,SASS P/NOIR - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,THE WINE GROUP,307177,CUPCAKE ANGEL FOOD - 750ML,WINE,0.9,0.0,3.0,3.9,1.589235205116581,0.5263157894736842
2020,3,TRI-VIN IMPORTS,307181,CANTINA SOC MONTE PORZIO FRASCATI - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",307197,BORSAO CAMPO DE BORJA - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,307208,BOTA TETRA BOX CAB - 500ML,WINE,0.08,0.0,3.0,3.08,1.4060969884160703,0.9259259259259258
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,307215,GATO NEGRO MAL                 24697 - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,307219,BOTA TETRA BOX CHARD - 500ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,307248,BOTA TETRA BOX P/GRIG - 500ML,WINE,0.0,0.0,6.92,6.92,2.0693912058263346,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",307261,DE MORGENZON SYR DMZ - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,BANFI PRODUCTS CORP,307273,SWEET BLISS RED - 750ML,WINE,0.48,1.0,0.0,0.48,0.3920420877760237,1.3513513513513513
2020,3,AREL GROUP WINE & SPIRITS,307283,CARLETTO P/GRIG - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,3,AREL GROUP WINE & SPIRITS,307285,CARLETTO SUPER RICCO RED BLEND - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",307294,LA RIOJA ALTA VINA ALBERDI RES - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,3,PATERNO IMPORTS LTD,307323,SEVEN DAUGHTERS MOSCATO (SCREW TOP) - 750ML,WINE,6.97,7.0,7.0,13.969999999999999,2.706048198431537,1.0037641154328734
2020,3,LANTERNA DISTRIBUTORS INC,307328,BLISS ZIN - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,AREL GROUP WINE & SPIRITS,307344,TENUTA POLVARO P/GRIG - 750ML,WINE,1.53,1.0,3.0,4.53,1.7101878155342434,0.7905138339920947
2020,3,VINTAGE WINE ESTATES INC,307355,MIDDLE SISTER P/NOIR - 750ML,WINE,1.16,0.0,0.0,1.16,0.7701082216960736,0.4629629629629629
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",307368,TIAMO PROSECCO ORGANIC - 750ML,WINE,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,3,LANTERNA DISTRIBUTORS INC,307412,TENUTA S ANNA P/GRIG - 750ML,WINE,0.08,0.0,7.0,7.08,2.089391872533004,0.9259259259259258
2020,3,ELITE WINES IMPORTS,307417,CUNE VINA REAL CRIANZA - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,CONSTELLATION BRANDS,307426,SIMPLY NAKED CHARD - 750ML,WINE,0.97,0.0,4.0,4.97,1.7867469274045107,0.5076142131979695
2020,3,PRESTIGE BEVERAGE GROUP OF MD LLC,307479,BILA HAUT RED - 750ML,WINE,0.49,1.0,0.0,0.49,0.3987761199573678,1.342281879194631
2020,3,MONSIEUR TOUTON SELECTION,307501,ST BRIS SAUV MON AMI GABI - 750ML,WINE,0.0,0.0,0.0,0.0,0.0,1.0
2020,3,CONSTELLATION BRANDS,307505,PRIMAL ROOTS RED - 750ML,WINE,3.37,3.0,4.0,7.37,2.124653884501384,0.9153318077803203
2020,3,YOUNG WON TRADING INC,307514,OTOKOYAMA JUNMAI MANS MOUNTAIN - 300ML,WINE,1.0,1.0,5.0,6.0,1.9459101490553132,1.0
2020,3,CONSTELLATION BRANDS,307558,WOODBRIDGE MALBEC - 1.5L,WINE,7.06,3.0,10.0,17.06,2.8936995479888394,0.4962779156327544
2020,3,BACCHUS IMPORTERS LTD,307578,LA VIEILLE FERME ROUGE BIB - 3L,WINE,1.7,0.0,0.0,1.7,0.9932517730102833,0.37037037037037035
2020,3,BACCHUS IMPORTERS LTD,307618,CHERRY PIE STANLY RANCH P/NOIR - 750ML,WINE,0.67,0.0,0.0,0.67,0.5128236264286639,0.5988023952095809
2020,3,JACKSON FAMILY ENTERPRISES INC,307622,MURPHY GOODE P/NOIR - 750ML,WINE,31.51,31.0,26.0,57.510000000000005,4.069197679800145,0.9843125192248537
2020,3,O'NEILL BEVERAGES CO LLC,307633,LINE 39 CHARD - 750ML,WINE,7.8,0.0,4.0,11.8,2.5494451709255714,0.11363636363636363
2020,3,O'NEILL BEVERAGES CO LLC,307635,BACKHOUSE CHARD - 750ML,WINE,2.48,2.0,0.0,2.48,1.247032293786383,0.8620689655172414
2020,3,YUENGLING BREWERY,3077,YUENGLING BLACK & TAN 2/12 NR - 12OZ,BEER,36.5,34.0,182.0,218.5,5.391352232515226,0.9333333333333333
2020,3,LUNEAU USA INC,307740,TAVERNELLO BIANCO - 750ML,WINE,0.0,0.67,12.0,12.0,2.5649493574615367,1.67
2020,3,LUNEAU USA INC,307743,TAVERNELLO ROSSO - 750ML,WINE,5.88,6.0,19.0,24.88,3.2534704696327,1.0174418604651163
2020,3,CANTINIERE IMPORTS & DISTRIBUTING INC,307749,TENUTA MONTETI CABURNIO TOSCANA - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,PUNTO VINO LLC,307760,BARBI ORVIETO ABBOCETTO - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,ROYAL WINE CORP,307787,BARTENURA ROSSO TOSCANO - 750ML,WINE,0.75,0.0,4.0,4.75,1.749199854809259,0.5714285714285714
2020,3,MONSIEUR TOUTON SELECTION,307789,CHEMIN DES OLIVETTES - 750ML,WINE,3.66,0.0,0.0,3.66,1.5390154481375546,0.2145922746781116
2020,3,ROYAL WINE CORP,307809,MORAD PASSION FRUIT - 750ML,WINE,0.0,0.0,2.0,2.0,1.0986122886681098,1.0
2020,3,RVWC LLC,307825,GUILHEM RSE - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,ROYAL WINE CORP,307831,BARTENURA PROSECCO BRUT - 750ML,WINE,0.9,0.0,2.0,2.9,1.3609765531356006,0.5263157894736842
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",307836,MARTIN RAY CHARD - 750ML,WINE,2.84,4.0,2.0,4.84,1.7647307968401356,1.3020833333333335
2020,3,ROYAL WINE CORP,307840,BARKAN CLASSIC SHZ - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,ELITE WINES IMPORTS,307859,LAKE CHALICE S/BLC - 750ML,WINE,0.59,0.0,1.0,1.5899999999999999,0.9516578757114463,0.628930817610063
2020,3,PRESTIGE BEVERAGE GROUP OF MD LLC,307882,HAKUTSURU SUPERIOR SAKE JUNMAI - 720ML,WINE,4.41,3.0,0.0,4.41,1.6882490928583902,0.7393715341959335
2020,3,MARK ANTHONY BRANDS INC,30790,MIKES HARD PEACH LEMONADE 11.2OZ 4/6 NR,BEER,8.66,10.0,54.0,62.66,4.1535564218539465,1.1387163561076605
2020,3,WILLIAM GRANT AND SONS INC,307901,HENDRICKS GIN - 1L,LIQUOR,59.74,68.67,7.0,66.74000000000001,4.215676847389626,1.1470200856108002
2020,3,FLYING DOG BREWERY LLLP,30791,FLYING DOG BLOODLINE 2/12 CAN,BEER,25.0,24.0,135.0,160.0,5.081404364984463,0.9615384615384616
2020,3,SCHMITT SOHNE INC,307924,FUNF MOSCATO - 750ML,WINE,0.25,0.0,0.0,0.25,0.22314355131420976,0.8
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,307986,ATALAYA LAYA - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,ANHEUSER BUSCH INC,30802,ELYSIAN SPACE DUST 1/2 KEG,KEGS,0.0,0.0,6.0,6.0,1.9459101490553132,1.0
2020,3,VINTAGE WINE ESTATES INC,308024,MIDDLE SISTER SWEETIE PIE RED - 750ML,WINE,0.08,1.0,0.0,0.08,0.07696104113612832,1.8518518518518516
2020,3,MILLER BREWING COMPANY,30803,REDD'S WICKED APPLE ALE - 24.OZ CAN,BEER,0.0,0.0,29.0,29.0,3.4011973816621555,1.0
2020,3,ALLAGASH BREWING COMPANY,30804,ALLAGASH CURIEUX 12/750ML NR,BEER,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,ANHEUSER BUSCH INC,30806,NATURAL LT 15/25OZ CANS,BEER,0.0,0.0,89.0,89.0,4.499809670330265,1.0
2020,3,MONSIEUR TOUTON SELECTION,308068,CANTINA GABRIELE P/NOIR - 750ML,WINE,0.33,0.0,1.0,1.33,0.8458682675776092,0.7518796992481203
2020,3,TRI-VIN IMPORTS,308073,CICONIA RES - 750ML,WINE,2.18,4.0,1.0,3.18,1.430311246536665,1.572327044025157
2020,3,BOSTON BEER CORPORATION,30810,DOGFISH HEAD SEAQUENCH ALE 4/6 CAN,BEER,46.0,47.0,185.75,231.75,5.449964916157176,1.0212765957446808
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,308113,WASHINGTON HILLS L/H SWEET RIES - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,PRESTIGE BEVERAGE GROUP OF MD LLC,308146,GILGAL CAB - 750ML,WINE,0.08,0.0,2.0,2.08,1.1249295969854831,0.9259259259259258
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,308150,HONORO VERA MONASTRELL - 750ML,WINE,1.48,1.0,1.0,2.48,1.247032293786383,0.8064516129032259
2020,3,ELITE WINES IMPORTS,308170,ALPHONSE MELLOT SANC MOUSSIEREE BLANC - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,ANHEUSER BUSCH INC,30818,GOOSE ISLAND BOTTLE NECTAR 1/2 KEG,KEGS,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,BUCK DISTRIBUTING COMPANY INC,30822,CARIB LIME 4/6 NR,BEER,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,ANHEUSER BUSCH INC,30823,NATTY DADDY 15/25OZ CAN,BEER,0.0,0.0,970.8,970.8,6.879150021971802,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,308235,DAOU CAB                       25751 - 750ML,WINE,1.24,2.0,9.0,10.24,2.419478844465545,1.3392857142857142
2020,3,BOSTON BEER CORPORATION,30824,DOGFISH HEAD SUN-DAY-FEELS  4/6 NR,BEER,5.0,0.0,0.0,5.0,1.791759469228055,0.16666666666666666
2020,3,ANHEUSER BUSCH INC,30826,ELYSIAN SLIPSHOT ESPRESSO STOUT NR,BEER,0.0,1.0,13.0,13.0,2.6390573296152584,2.0
2020,3,BOSTON BEER CORPORATION,30827,TRULY COLIMA LIME 4/6 CAN,BEER,25.75,32.0,98.0,123.75,4.826311734631628,1.233644859813084
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,308274,ILLUMINATA COLBERTINA BARB - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,FLYING DOG BREWERY LLLP,30828,FLYING DOG NUMERO UNO 2/12 CAN,BEER,0.0,0.0,32.0,32.0,3.4965075614664802,1.0
2020,3,BRONCO WINE COMPANY,308310,GARNET MONTEREY P/NOIR - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,3,BOSTON BEER CORPORATION,30832,DOGFISH HEAD FLESH & BLOOD 4/6 CAN,BEER,0.25,0.0,0.0,0.25,0.22314355131420976,0.8
2020,3,CLIPPER CITY BREWING CO,30834,HEAVY SEAS POUNDER PILS 16OZ CAN,BEER,4.75,4.0,7.0,11.75,2.545531271604435,0.8695652173913043
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",308350,CH HAUT LA PEREYRE BORD RGE - 750ML,WINE,0.9,1.0,2.0,2.9,1.3609765531356006,1.0526315789473684
2020,3,AREL GROUP WINE & SPIRITS,308354,TENUTA POLVARO PROSECCO - 750ML,WINE,0.17,0.0,4.0,4.17,1.6428726885203377,0.8547008547008548
2020,3,HEINEKEN USA,30838,TECATE LIGHT - 12.OZ  2/12 CAN,BEER,0.0,0.0,76.0,76.0,4.343805421853684,1.0
2020,3,MHW LTD,308388,LA FORTUNA BRUN MONTAL - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,MONSIEUR TOUTON SELECTION,308390,VICTOR GABRIELE CHIANTI - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,308406,HECHT & BANNIER LANQUEDOC RGE  3166 - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,NEW BELGIUM BREWING INC,30843,NB GLUTINY PALE ALE 4/6 NR - 12OZ,BEER,0.25,0.0,0.0,0.25,0.22314355131420976,0.8
2020,3,DEUTSCH FAMILY WINE & SPIRITS,308482,LAYER CAKE P/NOIR - 750ML,WINE,10.78,12.0,9.0,19.78,3.0339909856710814,1.1035653650254669
2020,3,YUENGLING BREWERY,3085,YUENGLING LAGER 2/12 NR - 12OZ,BEER,230.16,238.0,1374.42,1604.5800000000002,7.381240341001956,1.0339159024052604
2020,3,BACCHUS IMPORTERS LTD,308517,BLACKWELL FINE JAMAICAN RUM - 750ML,LIQUOR,1.53,0.0,0.0,1.53,0.9282193027394289,0.39525691699604737
2020,3,LANTERNA DISTRIBUTORS INC,308519,NOVACENTO MAL - 750ML,WINE,0.0,0.0,4.0,4.0,1.6094379124341003,1.0
2020,3,ANHEUSER BUSCH INC,30854,STELLA ARTOIS 2/12 CAN 11.2OZ,BEER,119.5,123.0,551.0,670.5,6.509514015963292,1.0290456431535269
2020,3,MONSIEUR TOUTON SELECTION,308544,CH CAMPLAY BORD SUPERIEUR KOSH - 750ML,WINE,0.16,0.0,1.0,1.16,0.7701082216960736,0.8620689655172414
2020,3,MILLER BREWING COMPANY,30855,REDD'S WICKED BLACK CHERRY ALE - 24.OZ CAN,BEER,0.0,0.0,24.0,24.0,3.2188758248682006,1.0
2020,3,CLIPPER CITY BREWING CO,30857,HEAVY SEAS TROPICANNON 4/6 NR,BEER,25.75,25.0,70.0,95.75,4.572130331909891,0.9719626168224299
2020,3,BACCHUS IMPORTERS LTD,308576,PRICHARDS DOUBLE BARREL BOURBON - 750ML,LIQUOR,0.34,0.0,0.0,0.34,0.29266961396282,0.7462686567164178
2020,3,BACCHUS IMPORTERS LTD,308588,DARON CALVADOS FIN - 750ML,LIQUOR,6.62,9.0,1.0,7.62,2.154085084675602,1.3123359580052494
2020,3,BACCHUS IMPORTERS LTD,308601,MATCHBOOK SYR - 750ML,WINE,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,ELITE WINES IMPORTS,308651,OLD COACH ROAD S/BLC - 750ML,WINE,0.0,0.0,3.0,3.0,1.3862943611198906,1.0
2020,3,DIONYSOS IMPORTS INC,308655,FRANCO SERRA DOLCETTO D'ALBA - 750ML,WINE,0.0,0.0,0.0,0.0,0.0,1.0
2020,3,ELITE WINES IMPORTS,308684,LAUVERJAT VRILLERES SANCERRE - 750ML,WINE,15.06,21.0,25.0,40.06,3.7150344115907874,1.3698630136986298
2020,3,FLYING DOG BREWERY LLLP,30870,FLYING DOG BLOODLINE NITRO 1/2KG,KEGS,0.0,0.0,1.0,1.0,0.6931471805599453,1.0
2020,3,ANHEUSER BUSCH INC,30872,ELYSIAN SPACE DUST 4/6 NR 12OZ,BEER,97.95,103.0,158.96,256.91,5.552610686854463,1.0510358767054067
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",308722,VINUM CELLARS PET/SYR - 750ML,WINE,0.0,0.0,5.0,5.0,1.791759469228055,1.0
2020,3,PRESTIGE BEVERAGE GROUP OF MD LLC,308741,GILGAL MER - 750ML,WINE,0.66,1.0,1.0,1.6600000000000001,0.9783261227936078,1.2048192771084336
